Flight ID,Aircraft Type,Call Sign,Origin Airport Code,Destination Airport Code,Latitude,Longitude,Altitude,Speed,Heading,Time Stamp,CO2 Emissions,Fuel Consumption,Noise Levels,Weather Conditions,Flight Duration,Delay,Airline Name,Passenger Count,Cargo Weight,Country or Region,Flight Path,Airport Name,Aircraft Age,Fuel Efficiency,Sector Type,Airspace
FL009672,Boeing 777,CS4053,ORD,JFK,-49.770209,-129.276946,28368,579,117,2023-02-28T12:55:40.776329,2.2,3934.66,57.54,Stormy,5.73,36,American Airlines,294,1436.77,USA,WP490-WP826-WP217,Airport 78,24,1.71,Domestic,Europe
FL009673,Airbus A320,CS6577,ORD,SFO,-7.099615,116.148625,18638,425,180,2022-12-11T19:39:55.285484,0.59,4469.49,91.43,Rainy,1.09,20,Southwest Airlines,281,206.43,USA,WP258-WP554-WP406,Airport 83,11,1.92,Domestic,Europe
FL009674,Boeing 737,CS4858,DFW,DEN,30.208977,41.171402,37111,282,1,2022-11-13T18:20:05.165277,1.44,1232.04,50.04,Cloudy,5.17,29,United Airlines,260,496.2,Canada,WP496-WP555-WP106,Airport 53,13,1.79,Domestic,Africa
FL009675,Embraer 190,CS8787,DFW,SEA,-31.392298,10.771209,23636,389,250,2022-07-04T11:04:32.042517,1.61,2377.41,73.33,Cloudy,8.92,109,United Airlines,182,1828.97,USA,WP211-WP608-WP487,Airport 98,13,1.97,Domestic,Asia
FL009676,Boeing 737,CS2687,DFW,DEN,-69.867504,-56.576229,8611,245,243,2023-03-30T19:16:47.227984,4.84,3661.85,68.54,Stormy,10.62,20,United Airlines,153,631.62,USA,WP814-WP644-WP770,Airport 80,8,0.28,International,Europe
FL009677,Boeing 777,CS7895,PHX,LAX,73.651782,81.349575,10646,297,256,2023-07-02T12:11:10.542454,1.35,2357.09,58.7,Snowy,1.79,117,Southwest Airlines,56,1604.56,Germany,WP751-WP486-WP390,Airport 15,19,1.04,Domestic,South America
FL009678,Embraer 190,CS9234,SEA,SEA,19.108856,132.379179,36448,460,204,2022-06-09T22:14:44.585932,4.89,3235.88,76.92,Cloudy,10.83,21,United Airlines,247,1495.32,UK,WP477-WP204-WP765,Airport 49,10,0.69,International,Asia
FL009679,Airbus A320,CS9055,SEA,JFK,71.260522,70.161004,36897,381,14,2022-09-29T18:16:45.806415,3.81,4042.05,75.82,Cloudy,10.52,41,Alaska Airlines,133,1463.57,Canada,WP820-WP758-WP102,Airport 37,5,0.48,Domestic,South America
FL009680,Embraer 190,CS9255,ORD,LAX,52.733068,21.608589,20289,498,39,2023-06-26T10:17:25.413214,1.81,770.23,86.81,Cloudy,9.89,6,Delta Air Lines,147,44.31,USA,WP874-WP782-WP338,Airport 54,9,0.69,Domestic,North America
FL009681,Boeing 777,CS6590,PHX,SFO,83.138666,28.976071,16480,566,170,2022-03-13T01:03:53.686421,1.34,4952.3,59.39,Clear,11.94,65,Southwest Airlines,136,1598.18,USA,WP545-WP593-WP117,Airport 92,18,1.06,Domestic,South America
FL009682,Airbus A320,CS6383,LAX,JFK,64.135682,21.589533,37610,319,127,2022-05-11T23:01:58.763564,1.46,2194.8,96.44,Cloudy,5.86,70,United Airlines,162,1195.74,USA,WP250-WP994-WP747,Airport 28,5,0.47,International,South America
FL009683,Boeing 737,CS5580,JFK,DFW,14.427427,-7.971775,18814,292,149,2023-08-09T04:00:35.260137,3.42,1627.94,95.06,Stormy,11.24,46,Delta Air Lines,197,774.33,USA,WP999-WP830-WP251,Airport 20,9,1.48,Domestic,Asia
FL009684,Boeing 737,CS3795,PHX,LAX,64.940387,-119.813607,17122,515,321,2023-10-14T22:21:38.856980,2.82,3460.63,67.43,Rainy,6.08,113,Southwest Airlines,266,1944.24,USA,WP227-WP750-WP840,Airport 57,3,1,Domestic,Europe
FL009685,Boeing 777,CS7592,JFK,SFO,-14.036223,-25.085578,26789,539,283,2023-12-17T10:25:44.916414,4.88,3146.18,70.76,Stormy,4.86,49,United Airlines,141,1855.7,UK,WP664-WP328-WP232,Airport 5,26,0.64,Domestic,South America
FL009686,Airbus A320,CS4916,PHX,DFW,-65.589619,-97.884297,15091,440,142,2023-03-25T15:39:03.061137,1.78,1201.77,50.56,Clear,8.52,120,Southwest Airlines,255,596.43,Mexico,WP550-WP141-WP634,Airport 63,17,2,International,North America
FL009687,Boeing 737,CS8497,LAX,DEN,-30.270159,8.958661,15907,272,21,2023-10-21T00:02:54.189960,3.57,847.27,65.57,Rainy,10.6,14,United Airlines,54,1646.4,Mexico,WP800-WP962-WP308,Airport 35,1,1.28,International,Europe
FL009688,Boeing 737,CS2794,JFK,LAX,70.479375,164.432322,6656,454,352,2022-06-13T21:22:23.293235,2.1,1604.23,57.97,Snowy,8.34,84,Alaska Airlines,206,720.28,Canada,WP506-WP611-WP762,Airport 21,19,0.33,International,Africa
FL009689,Boeing 777,CS8186,PHX,LAX,5.803446,-86.315682,21880,257,89,2023-12-31T01:03:52.378908,3.33,553.68,67.11,Stormy,10.41,78,United Airlines,128,1392.85,Germany,WP791-WP169-WP396,Airport 10,12,0.59,Domestic,Africa
FL009690,Embraer 190,CS9398,LAX,LAX,-74.31605,112.421897,16905,390,145,2022-12-07T02:59:38.897469,4.34,1534.62,86,Stormy,9.84,96,Alaska Airlines,295,33.5,Mexico,WP885-WP158-WP471,Airport 58,1,1.31,Domestic,Asia
FL009691,Embraer 190,CS3414,DEN,SEA,31.406246,-65.303796,29190,477,353,2023-04-04T02:59:24.610178,4.5,1506.1,68.63,Snowy,2.32,105,United Airlines,66,889.04,USA,WP448-WP167-WP873,Airport 61,26,1.92,International,Europe
FL009692,Boeing 737,CS5687,MIA,ORD,85.624122,-56.899841,36700,542,39,2023-11-01T09:55:21.978130,4.2,734.71,77.38,Clear,1.7,42,United Airlines,290,414.23,USA,WP180-WP445-WP832,Airport 35,1,0.2,Domestic,South America
FL009693,Boeing 777,CS9870,DEN,DEN,10.942552,-168.25073,14810,246,240,2022-03-23T18:11:27.596943,3.07,4382.18,65.26,Rainy,7.98,58,Alaska Airlines,248,1171.83,Canada,WP880-WP166-WP557,Airport 49,27,0.4,International,Asia
FL009694,Boeing 777,CS2141,PHX,PHX,41.524005,75.392027,10515,398,230,2022-04-24T10:57:40.570280,1.59,1319.89,64.55,Rainy,9.9,29,United Airlines,271,469.79,USA,WP511-WP162-WP370,Airport 80,3,1.17,Domestic,Europe
FL009695,Boeing 777,CS2248,JFK,ORD,-78.131118,-121.682778,12468,506,338,2023-12-30T01:33:52.957853,0.68,3189.46,81.09,Cloudy,4.93,106,American Airlines,213,718.49,Germany,WP531-WP234-WP994,Airport 21,4,0.14,Domestic,Europe
FL009696,Airbus A320,CS3957,MIA,MIA,1.403365,-82.209001,9542,202,104,2023-09-23T05:06:24.499182,2.09,1633.66,66.78,Cloudy,2,52,Delta Air Lines,148,567.22,Mexico,WP829-WP346-WP779,Airport 66,23,1.68,Domestic,Asia
FL009697,Boeing 737,CS3527,DEN,ORD,17.48054,-43.375427,38902,305,190,2023-04-24T04:17:07.231547,0.91,1064.49,92.86,Clear,9.98,71,United Airlines,246,1113.22,Mexico,WP253-WP819-WP300,Airport 81,27,1.95,Domestic,South America
FL009698,Boeing 737,CS3867,ATL,MIA,-43.170021,-147.923911,35930,277,146,2022-01-16T21:22:43.869591,0.88,567.66,72.99,Clear,6.25,37,American Airlines,226,760.42,Canada,WP256-WP374-WP439,Airport 43,14,1.63,International,Africa
FL009699,Boeing 777,CS1460,ORD,JFK,-61.785133,-57.906457,19151,436,122,2023-01-03T21:35:18.196897,2.51,3205,63.96,Cloudy,8.64,26,Alaska Airlines,90,683.06,UK,WP434-WP635-WP267,Airport 97,14,1.56,Domestic,North America
FL009700,Boeing 737,CS8633,JFK,DFW,56.214434,-47.34818,36857,386,71,2022-06-07T01:18:35.399315,2.27,819.61,90.54,Snowy,11.14,4,United Airlines,123,235.46,UK,WP946-WP747-WP410,Airport 81,18,0.15,International,Europe
FL009701,Embraer 190,CS9735,ORD,LAX,19.965912,171.738261,21228,322,118,2023-03-11T03:49:48.288197,2.4,847.49,69.75,Clear,10.18,84,Southwest Airlines,61,83.54,UK,WP657-WP362-WP313,Airport 51,17,1.17,International,Europe
FL009702,Boeing 737,CS4841,MIA,LAX,64.809071,52.176345,32857,249,119,2023-04-14T21:15:30.283528,2.81,1287.87,82.4,Clear,2.23,63,Southwest Airlines,206,1015.38,Mexico,WP776-WP615-WP585,Airport 28,17,1.45,International,North America
FL009703,Embraer 190,CS9918,LAX,ORD,-74.085175,34.459974,3302,487,206,2023-04-13T18:34:46.586680,3.33,4178.84,52.98,Rainy,5.41,33,American Airlines,299,1022.32,Canada,WP677-WP413-WP949,Airport 79,24,1.6,International,Asia
FL009704,Embraer 190,CS2901,JFK,ORD,30.136623,67.169901,21118,587,56,2023-03-01T19:28:07.202382,3.34,3364.06,72.61,Cloudy,6.52,65,American Airlines,184,908.74,USA,WP816-WP444-WP435,Airport 21,11,0.6,International,Africa
FL009705,Boeing 737,CS7365,SEA,DEN,65.067648,-114.04046,16202,209,302,2023-10-24T10:52:32.007758,0.77,1448.13,98.95,Snowy,9.35,55,American Airlines,110,1946.84,Mexico,WP539-WP779-WP857,Airport 6,16,0.62,International,Asia
FL009706,Boeing 777,CS5625,DEN,ATL,-5.750114,132.84761,39322,396,328,2022-05-22T09:02:30.980545,3.72,2255.31,80.67,Clear,1.61,53,American Airlines,143,1775.86,Germany,WP150-WP486-WP747,Airport 1,14,0.47,International,Africa
FL009707,Boeing 737,CS6621,ATL,PHX,-78.351804,53.39771,10782,297,192,2022-09-24T03:21:15.593448,4.35,2189.83,70.78,Cloudy,7.64,93,United Airlines,231,457.17,Canada,WP820-WP650-WP306,Airport 93,29,1.57,International,Asia
FL009708,Embraer 190,CS1568,SFO,SFO,34.150409,109.370114,24685,427,59,2022-04-21T01:19:46.602035,3.91,3568.89,63.73,Snowy,4.29,112,Alaska Airlines,209,1171.75,UK,WP602-WP713-WP489,Airport 52,2,1.08,Domestic,Europe
FL009709,Boeing 777,CS8202,ORD,ATL,32.34704,48.536045,23336,555,210,2023-12-08T20:31:23.716717,2.49,4986.81,97.29,Clear,10.65,101,Alaska Airlines,104,1296.69,UK,WP817-WP352-WP450,Airport 39,3,0.75,Domestic,Africa
FL009710,Airbus A320,CS4738,JFK,LAX,44.585974,37.551792,27844,401,121,2023-01-22T07:33:11.245675,1.09,2350.12,57.95,Rainy,11.67,48,American Airlines,206,700.31,UK,WP266-WP886-WP511,Airport 79,30,1.99,International,Asia
FL009711,Airbus A320,CS2718,MIA,ATL,2.759205,-100.806344,37139,401,107,2022-01-17T11:44:46.021453,1.13,2708.83,67.76,Cloudy,2.06,80,Alaska Airlines,243,290.46,Mexico,WP951-WP876-WP478,Airport 65,23,0.38,Domestic,North America
FL009712,Boeing 777,CS4052,SFO,JFK,61.49123,51.359039,36601,376,233,2022-11-20T00:49:13.216214,2.92,874.42,94.2,Clear,6.52,99,Delta Air Lines,199,1336.25,Canada,WP404-WP135-WP461,Airport 13,25,1.04,Domestic,South America
FL009713,Boeing 777,CS5664,PHX,LAX,49.882508,-29.11699,19136,583,3,2022-10-14T16:23:12.799158,1.2,2785.99,91.56,Rainy,1.31,86,Southwest Airlines,82,36.66,Germany,WP818-WP575-WP360,Airport 17,10,0.77,International,Asia
FL009714,Boeing 777,CS6466,MIA,LAX,74.090799,-67.409662,5020,402,136,2023-08-17T18:36:23.398415,3.14,785.22,80.23,Stormy,11.05,84,Southwest Airlines,182,1186.66,USA,WP914-WP551-WP155,Airport 68,4,0.83,Domestic,Africa
FL009715,Boeing 777,CS3087,SEA,DFW,53.861522,-135.161276,18626,268,130,2023-03-03T05:25:42.216653,1.75,3537.31,77.91,Clear,8.62,115,Delta Air Lines,187,724.47,Canada,WP938-WP508-WP610,Airport 31,14,0.23,Domestic,Africa
FL009716,Embraer 190,CS7441,MIA,ATL,-22.047321,-140.916546,17615,281,90,2023-06-20T04:53:10.137680,0.64,3522.72,91.77,Rainy,2.29,95,Delta Air Lines,236,122.69,Canada,WP341-WP220-WP538,Airport 11,1,1.06,International,Africa
FL009717,Embraer 190,CS6360,DEN,JFK,-56.408753,-155.366279,16648,388,291,2022-12-14T11:19:31.878729,4.79,4407.26,86.88,Cloudy,7.54,32,Delta Air Lines,289,568.25,USA,WP177-WP610-WP688,Airport 62,10,1.86,Domestic,Asia
FL009718,Boeing 777,CS1824,JFK,LAX,19.093197,-76.037116,18871,407,138,2022-05-18T02:27:36.933626,3.22,4003.53,78.52,Stormy,1.7,34,American Airlines,294,1228.67,Mexico,WP651-WP491-WP985,Airport 42,18,1,International,South America
FL009719,Embraer 190,CS8537,DEN,DEN,-61.048782,175.430685,20718,564,171,2023-06-19T02:53:09.471254,4.46,845.96,74.06,Cloudy,6.86,54,United Airlines,121,1293.21,Canada,WP992-WP490-WP572,Airport 93,9,1.05,Domestic,South America
FL009720,Boeing 737,CS9094,DFW,LAX,-74.632611,-76.240158,35678,553,299,2022-10-21T17:31:51.281788,4.87,4296.82,64.2,Snowy,7.23,43,Southwest Airlines,154,1722.69,Canada,WP214-WP449-WP415,Airport 39,19,0.23,International,Europe
FL009721,Embraer 190,CS9283,JFK,PHX,-27.00998,16.258278,4460,437,317,2022-06-27T17:46:48.357479,4.31,1879.21,68.6,Clear,11.31,105,United Airlines,183,112.94,UK,WP981-WP348-WP884,Airport 88,6,0.84,International,Africa
FL009722,Embraer 190,CS4662,LAX,SEA,-72.442504,119.205228,7475,218,83,2022-02-18T00:00:50.230247,3.46,1015.03,54.92,Clear,5.02,91,Southwest Airlines,213,1412.79,USA,WP777-WP868-WP833,Airport 65,4,0.12,Domestic,Asia
FL009723,Boeing 737,CS3110,LAX,SFO,71.436838,2.084381,39576,243,178,2023-07-22T03:01:06.781882,3.42,818.44,66.93,Rainy,3.48,118,Southwest Airlines,123,1114.79,Germany,WP541-WP918-WP969,Airport 5,2,1.33,Domestic,South America
FL009724,Boeing 737,CS5067,DFW,ORD,55.290802,152.036074,20102,549,236,2022-08-27T19:07:33.005388,4.84,4450.51,92.1,Stormy,6.1,10,Delta Air Lines,176,791.19,Canada,WP987-WP703-WP279,Airport 71,25,1.13,Domestic,South America
FL009725,Boeing 737,CS7856,LAX,SFO,-52.77658,123.228026,12318,392,32,2023-03-11T03:31:10.849220,1.61,4870.57,86.64,Clear,1.31,98,Southwest Airlines,203,798.57,USA,WP137-WP965-WP411,Airport 40,29,1.41,Domestic,Europe
FL009726,Airbus A320,CS5887,PHX,SFO,65.602195,-87.756543,23325,371,132,2022-07-30T16:36:36.922705,1.84,3659.87,55.92,Rainy,3.36,85,Delta Air Lines,70,865.24,UK,WP262-WP841-WP260,Airport 54,7,0.17,International,Europe
FL009727,Airbus A320,CS6454,SFO,ATL,-0.073862,-102.910766,17586,312,226,2022-12-12T23:50:41.998246,1.43,2352.38,74.85,Snowy,11.98,16,Alaska Airlines,167,1364.4,UK,WP651-WP500-WP759,Airport 78,28,0.63,Domestic,Asia
FL009728,Boeing 777,CS6499,DFW,DFW,-46.610058,130.038495,8397,525,181,2022-04-18T22:29:42.606057,1.21,1731.7,82.1,Rainy,5.48,28,Southwest Airlines,118,130.81,USA,WP247-WP492-WP252,Airport 83,6,1.93,International,Asia
FL009729,Embraer 190,CS1613,PHX,SFO,85.389979,124.606409,38068,482,147,2022-12-12T18:49:08.292483,3.87,3914.73,88.07,Cloudy,8.54,117,Southwest Airlines,204,598.1,USA,WP102-WP331-WP903,Airport 33,9,0.9,International,Asia
FL009730,Embraer 190,CS2192,LAX,MIA,54.954965,163.267372,25967,298,167,2023-12-05T03:04:02.841315,3.01,4476.41,98.34,Clear,10.31,74,American Airlines,96,438.81,Mexico,WP650-WP939-WP962,Airport 8,14,1.09,Domestic,Africa
FL009731,Boeing 737,CS8298,ATL,ORD,21.042881,169.793115,1818,363,84,2023-08-11T09:58:35.628073,3.56,1979.99,81.01,Cloudy,11.68,108,Alaska Airlines,91,1062.06,UK,WP452-WP769-WP964,Airport 73,19,1.57,Domestic,Asia
FL009732,Boeing 777,CS9385,MIA,ORD,-66.454214,169.951676,11042,482,123,2023-03-03T12:50:17.811796,2.92,3181.25,96.97,Rainy,10.66,72,Southwest Airlines,135,1333.49,Germany,WP606-WP582-WP622,Airport 48,21,1.13,International,Asia
FL009733,Airbus A320,CS5464,DEN,SEA,87.730268,-136.220143,36271,300,306,2023-06-15T00:19:55.557689,0.71,3216.02,75.12,Clear,1,6,American Airlines,74,479.09,Germany,WP140-WP169-WP476,Airport 2,30,0.34,Domestic,Asia
FL009734,Boeing 737,CS3823,DFW,ATL,-1.240066,-174.534737,2600,429,236,2023-08-10T05:48:24.220106,2.1,2858.35,56.97,Stormy,6.87,116,Delta Air Lines,298,1111.02,USA,WP188-WP883-WP671,Airport 54,21,1.55,International,Asia
FL009735,Airbus A320,CS3043,LAX,ORD,-55.004365,40.802264,11923,402,98,2023-01-15T07:57:10.809017,1.66,1960.83,90.6,Clear,6.4,43,United Airlines,160,1203.58,Germany,WP214-WP878-WP255,Airport 48,22,0.32,Domestic,Europe
FL009736,Embraer 190,CS4179,ORD,PHX,-30.2877,-38.861079,27612,295,203,2022-06-08T02:00:04.434447,0.69,577.15,78.15,Rainy,1.01,41,Alaska Airlines,158,146.03,USA,WP921-WP623-WP910,Airport 18,21,0.37,Domestic,Europe
FL009737,Embraer 190,CS5843,DEN,DEN,-45.003771,-86.611094,13659,325,49,2022-08-25T13:23:54.727278,0.52,2279.2,97.44,Rainy,2.64,91,Delta Air Lines,235,1574.33,USA,WP725-WP739-WP279,Airport 13,8,0.41,Domestic,North America
FL009738,Boeing 737,CS1471,PHX,SFO,16.657185,58.49798,15686,384,17,2023-03-21T18:07:01.555231,3.92,4082.19,88.87,Clear,8.31,16,United Airlines,259,831.63,Mexico,WP484-WP301-WP120,Airport 27,15,1.49,International,Asia
FL009739,Boeing 777,CS3616,SFO,ORD,-34.28811,-9.810772,12553,571,190,2022-10-29T01:09:35.835317,2.78,1609.24,91.81,Snowy,6.89,61,Southwest Airlines,113,1942.14,USA,WP957-WP768-WP145,Airport 69,28,1.71,International,Europe
FL009740,Boeing 777,CS6323,ORD,PHX,-38.995303,-91.012458,21002,388,56,2022-06-26T04:43:26.232624,2.48,4717.26,85.23,Stormy,5.14,28,Southwest Airlines,151,1039.73,Canada,WP645-WP104-WP908,Airport 74,18,1.57,Domestic,Africa
FL009741,Boeing 737,CS9406,DFW,ATL,-31.855143,124.873305,11904,568,342,2023-03-23T23:22:44.343930,1.64,1320.12,93.33,Clear,7.04,13,American Airlines,245,930.78,Germany,WP758-WP256-WP818,Airport 68,9,1.07,Domestic,Europe
FL009742,Boeing 737,CS7210,PHX,PHX,75.949026,-87.780952,34110,205,319,2022-10-04T18:52:53.990632,2.06,528.84,61.44,Clear,6.19,113,Alaska Airlines,163,1622.36,Germany,WP678-WP906-WP921,Airport 73,3,0.18,International,South America
FL009743,Embraer 190,CS8369,PHX,LAX,55.559524,1.516628,26133,327,229,2023-08-12T03:01:33.020142,0.94,2731.84,67.28,Clear,11.91,69,Delta Air Lines,190,599.71,Germany,WP964-WP667-WP526,Airport 86,8,0.73,Domestic,Asia
FL009744,Boeing 737,CS9036,PHX,DFW,-89.735265,102.626461,15396,449,179,2023-05-07T11:22:55.594258,1.9,2095.1,51.87,Cloudy,6.87,44,Delta Air Lines,147,1931.43,UK,WP502-WP183-WP175,Airport 96,2,0.21,Domestic,South America
FL009745,Boeing 737,CS1402,DFW,DEN,39.019017,-173.049901,14243,440,201,2022-02-25T22:25:51.917067,2.6,2365.3,92.66,Cloudy,11.7,6,United Airlines,132,179.56,Mexico,WP582-WP950-WP585,Airport 82,11,1.92,Domestic,Asia
FL009746,Boeing 737,CS6068,MIA,JFK,55.53091,37.789352,9081,452,190,2023-06-05T07:13:15.810512,0.83,675.46,76.43,Clear,10.66,22,American Airlines,82,1174.74,Germany,WP770-WP167-WP261,Airport 48,8,0.58,Domestic,Europe
FL009747,Airbus A320,CS5680,PHX,JFK,36.016354,115.856609,39482,388,117,2022-03-29T16:56:18.571666,1.21,1778.52,96.11,Rainy,5.11,59,Alaska Airlines,153,190.01,USA,WP345-WP328-WP939,Airport 47,17,1.21,Domestic,Asia
FL009748,Boeing 737,CS8690,LAX,SFO,15.756771,-4.989467,4036,267,250,2022-07-03T11:19:13.835136,3.35,2590.23,87.69,Rainy,11.02,0,United Airlines,224,798.45,Canada,WP958-WP257-WP925,Airport 69,19,0.68,Domestic,North America
FL009749,Airbus A320,CS5221,SFO,ATL,73.676527,-48.694319,35153,394,230,2023-06-20T20:18:02.206896,3.17,578.53,56.84,Stormy,10.42,14,Southwest Airlines,245,250.81,UK,WP235-WP393-WP950,Airport 23,22,0.48,Domestic,North America
FL009750,Airbus A320,CS7965,DFW,DEN,43.273911,83.227852,33060,549,247,2023-05-23T16:49:30.883190,1.97,1746.5,99.76,Cloudy,7.54,74,American Airlines,127,578.08,Germany,WP900-WP238-WP784,Airport 78,27,0.61,International,Asia
FL009751,Boeing 737,CS6309,PHX,ATL,47.329281,165.523727,28109,353,318,2023-02-01T16:22:15.561947,0.88,4375.43,56.94,Stormy,11.84,83,Delta Air Lines,261,32.6,Mexico,WP959-WP667-WP195,Airport 1,24,0.15,International,Europe
FL009752,Boeing 737,CS6103,ATL,JFK,-26.274223,175.052326,32402,457,227,2023-11-05T20:41:20.006261,2.17,4106.64,52.27,Snowy,4.16,83,United Airlines,158,1591.82,Mexico,WP253-WP836-WP817,Airport 41,12,0.69,Domestic,Asia
FL009753,Boeing 737,CS6052,LAX,ORD,-43.519648,171.804753,30759,485,348,2022-05-17T11:37:29.768356,3.43,2653.55,76.18,Stormy,4.23,61,Delta Air Lines,79,533.04,Canada,WP813-WP482-WP977,Airport 39,10,0.18,International,South America
FL009754,Boeing 737,CS3838,ATL,MIA,-82.577539,-9.353117,1059,323,135,2022-11-02T23:13:04.341633,0.66,4054.59,66.64,Clear,10.39,47,American Airlines,133,1520.71,Canada,WP388-WP681-WP808,Airport 33,25,1.64,International,Europe
FL009755,Embraer 190,CS8862,PHX,LAX,13.768199,59.418434,36532,393,336,2023-10-25T20:43:31.864713,2.22,2696.8,62.88,Cloudy,3.54,120,Alaska Airlines,183,1121.05,USA,WP901-WP754-WP170,Airport 25,4,0.78,International,South America
FL009756,Airbus A320,CS7096,PHX,PHX,54.355505,-64.473307,13562,441,202,2022-05-30T08:10:41.722761,1.15,3742.79,90.72,Snowy,11.34,57,Alaska Airlines,113,1391.05,USA,WP221-WP861-WP691,Airport 96,29,0.37,Domestic,Asia
FL009757,Embraer 190,CS7538,LAX,DFW,-18.806807,-114.484801,14497,375,239,2023-05-29T12:33:20.429277,1.69,4318.77,88.8,Clear,1.28,12,Delta Air Lines,265,1671.32,USA,WP172-WP375-WP419,Airport 58,8,0.87,Domestic,Asia
FL009758,Boeing 777,CS8696,LAX,DEN,-53.55121,-168.477723,36761,428,38,2022-01-08T21:52:09.996411,0.94,787.62,65.93,Rainy,5.66,45,United Airlines,210,192.95,Germany,WP689-WP618-WP771,Airport 95,3,1.09,Domestic,South America
FL009759,Boeing 777,CS9104,ORD,LAX,67.219789,-173.755615,24752,236,137,2023-11-07T02:11:48.902015,2.26,2034.16,77,Cloudy,3.68,4,Southwest Airlines,268,1795.3,UK,WP419-WP562-WP103,Airport 48,10,1.77,International,Asia
FL009760,Embraer 190,CS1564,MIA,ATL,-50.424808,-32.6092,21769,337,245,2022-06-08T17:33:32.105777,0.68,2976.84,69.2,Stormy,6.23,37,Delta Air Lines,78,336.9,Germany,WP719-WP875-WP545,Airport 70,6,0.8,Domestic,Africa
FL009761,Boeing 737,CS8466,ORD,SEA,35.650386,-42.499816,14198,279,337,2023-02-26T20:44:35.778891,1.77,738.95,64.66,Rainy,4.58,98,American Airlines,252,841.88,Mexico,WP967-WP691-WP940,Airport 38,26,0.93,International,Asia
FL009762,Embraer 190,CS4470,SFO,PHX,56.037192,-116.69806,8949,466,313,2023-07-04T09:12:58.828323,4.89,1976.25,91.59,Cloudy,1.45,3,American Airlines,187,653.59,UK,WP603-WP929-WP987,Airport 31,16,1.06,Domestic,North America
FL009763,Airbus A320,CS1704,SEA,ATL,38.489035,-31.835499,4575,286,232,2023-04-11T01:59:11.491037,2.17,4028.11,86.76,Cloudy,5.2,113,Alaska Airlines,59,428.64,Mexico,WP630-WP179-WP867,Airport 98,23,0.58,Domestic,South America
FL009764,Airbus A320,CS4844,JFK,ORD,-42.73366,27.379727,24390,432,249,2022-09-11T04:39:48.761237,0.84,4919.46,54.13,Cloudy,5.24,94,Southwest Airlines,185,618.61,Mexico,WP313-WP782-WP131,Airport 2,18,1.74,International,South America
FL009765,Boeing 777,CS5734,MIA,LAX,-65.320433,125.000504,16766,584,84,2022-03-27T04:00:22.171607,1.22,1622.77,78.2,Snowy,5.62,27,Alaska Airlines,253,849.74,Mexico,WP359-WP465-WP153,Airport 9,7,0.61,Domestic,Europe
FL009766,Embraer 190,CS8002,LAX,PHX,-39.220609,-120.397542,38620,264,156,2023-07-25T07:23:50.812563,3.93,755.99,80.29,Rainy,11.47,40,Southwest Airlines,268,915.89,USA,WP118-WP752-WP257,Airport 74,25,1.47,Domestic,South America
FL009767,Boeing 737,CS9127,SFO,SFO,-21.487791,-138.936734,16707,235,298,2023-03-16T06:54:50.672471,3.01,3070.32,61.22,Clear,4.77,106,American Airlines,228,465.72,Germany,WP761-WP665-WP829,Airport 16,24,0.69,Domestic,Asia
FL009768,Embraer 190,CS2470,ORD,ATL,55.303787,5.043792,18198,379,272,2023-04-13T06:56:22.399475,2.76,4908.32,65.24,Snowy,7.42,46,United Airlines,251,1435.7,UK,WP838-WP168-WP364,Airport 10,8,0.35,International,Africa
FL009769,Embraer 190,CS1235,DEN,SEA,79.071674,15.856585,38830,425,240,2023-04-16T17:35:00.488934,4.5,2171.29,74.11,Snowy,10.85,103,Delta Air Lines,250,726.33,USA,WP387-WP361-WP953,Airport 39,24,0.97,International,Africa
FL009770,Boeing 737,CS7682,DFW,DEN,1.804795,-118.926573,11814,430,171,2022-07-07T22:12:11.526555,1.21,2211.78,63.61,Rainy,6.95,19,Alaska Airlines,252,828.86,UK,WP302-WP519-WP943,Airport 15,9,1.37,Domestic,North America
FL009771,Boeing 737,CS9370,DEN,ATL,-71.778473,-59.624406,9358,257,18,2022-02-02T16:16:07.789935,1.59,830.02,59.42,Snowy,9.23,118,Alaska Airlines,184,46.37,Mexico,WP615-WP295-WP823,Airport 12,17,0.42,International,Africa
FL009772,Boeing 737,CS8264,DEN,JFK,80.668523,-7.079493,2584,236,284,2023-08-28T14:00:51.848503,2.28,4221.08,68.01,Rainy,2.64,32,Alaska Airlines,299,1110.42,USA,WP420-WP829-WP698,Airport 59,27,1.53,Domestic,South America
FL009773,Boeing 737,CS8196,ORD,MIA,-28.061844,-113.680754,23538,384,117,2023-12-18T16:45:00.771331,2.51,2620.77,89.52,Snowy,10.95,86,Alaska Airlines,58,1605.25,Mexico,WP408-WP116-WP291,Airport 86,21,0.22,Domestic,South America
FL009774,Boeing 777,CS4617,DEN,DFW,48.071215,-53.526276,9814,341,263,2023-06-18T21:54:21.758242,3.07,1979.36,67.28,Clear,7.83,9,United Airlines,130,1869.67,Mexico,WP582-WP597-WP518,Airport 16,18,0.62,International,North America
FL009775,Embraer 190,CS2862,ORD,SEA,13.663924,-172.497631,10634,219,100,2022-10-05T10:17:50.528300,4.5,2028.67,96.71,Cloudy,9.66,94,American Airlines,231,1589.3,Canada,WP523-WP175-WP503,Airport 36,3,1.92,International,Europe
